Date,AQI,Temp,Humidity,Is_Festival,Patients,Beds_%
2001-05-12,89,29.3,70.5,0,934,77.8
2001-05-13,155,29.3,66.5,0,870,72.5
2001-05-14,134,29.7,64.0,0,935,77.9
2001-05-15,135,29.2,72.6,0,912,76.0
2001-05-16,114,29.2,71.7,0,884,73.6
2001-05-17,118,28.6,78.5,0,935,77.9
2001-05-18,159,28.8,78.7,0,914,76.2
2001-05-19,108,29.2,76.9,0,995,82.9
2001-05-20,109,29.0,81.4,0,892,74.3
2001-05-21,116,28.8,81.2,0,909,75.8
2001-05-22,154,29.4,78.0,0,951,79.2
2001-05-23,161,29.6,75.9,0,957,79.8
2001-05-24,152,29.9,69.2,0,955,79.6
2001-05-25,110,28.9,72.7,0,975,81.2
2001-05-26,154,28.9,71.7,0,948,79.0
2001-05-27,155,28.8,75.6,0,828,69.0
2001-05-28,103,28.2,81.1,0,933,77.8
2001-05-29,150,28.0,82.7,0,948,79.0
2001-05-30,147,28.2,80.6,0,920,76.6
2001-05-31,159,27.9,84.2,0,938,78.1
2001-06-01,155,28.5,79.4,0,967,80.6
2001-06-02,159,28.5,79.7,0,934,77.9
2001-06-03,154,28.5,81.0,0,883,73.6
2001-06-04,157,28.1,82.8,0,1003,83.6
2001-06-05,99,27.6,85.4,1,989,82.4
2001-06-06,161,27.7,83.8,0,925,77.1
2001-06-07,120,28.1,82.5,0,892,74.4
2001-06-08,155,27.1,88.4,0,937,78.0
2001-06-09,163,27.2,86.5,0,912,76.0
2001-06-10,154,27.2,86.1,0,926,77.1
2001-06-11,82,26.8,87.7,0,875,72.9
2001-06-12,142,26.8,89.6,0,891,74.3
2001-06-13,115,26.3,90.1,0,887,73.9
2001-06-14,124,25.9,92.0,0,877,73.1
2001-06-15,83,27.0,81.5,0,922,76.8
2001-06-16,132,26.6,83.5,0,942,78.5
2001-06-17,146,26.3,90.1,0,873,72.8
2001-06-18,152,27.1,88.8,0,872,72.6
2001-06-19,106,28.1,83.9,0,913,76.1
2001-06-20,153,28.0,84.4,0,925,77.1
2001-06-21,115,28.4,81.7,0,894,74.5
2001-06-22,131,28.6,79.9,0,858,71.5
2001-06-23,151,28.6,80.4,0,926,77.2
2001-06-24,152,28.5,80.8,0,885,73.8
2001-06-25,152,28.3,81.2,0,828,69.0
2001-06-26,126,27.3,85.8,0,843,70.3
2001-06-27,84,26.8,88.1,0,889,74.1
2001-06-28,153,26.7,88.9,0,904,75.4
2001-06-29,123,26.6,89.1,0,955,79.6
2001-06-30,123,26.3,89.4,0,856,71.3
2001-07-01,66,25.8,90.9,0,809,67.4
2001-07-02,116,25.7,90.9,0,832,69.3
2001-07-03,127,25.7,91.0,0,897,74.8
2001-07-04,85,25.9,90.8,0,889,74.1
2001-07-05,128,26.4,89.0,0,861,71.7
2001-07-06,135,26.2,90.5,0,857,71.4
2001-07-07,128,26.2,90.0,0,934,77.8
2001-07-08,117,26.0,92.0,0,786,65.5
2001-07-09,108,26.0,91.2,0,882,73.5
2001-07-10,75,25.9,91.2,0,832,69.3
2001-07-11,89,26.1,90.2,0,908,75.6
2001-07-12,132,26.0,89.5,0,918,76.5
2001-07-13,98,25.7,91.0,0,945,78.7
2001-07-14,72,25.7,90.6,0,888,74.0
2001-07-15,90,26.2,88.1,0,877,73.1
2001-07-16,98,27.0,83.7,0,833,69.4
2001-07-17,105,26.9,84.7,0,829,69.1
2001-07-18,68,26.8,84.6,0,901,75.1
2001-07-19,94,26.2,88.3,0,897,74.8
2001-07-20,66,25.9,89.7,0,912,76.0
2001-07-21,88,26.2,87.4,0,794,66.2
2001-07-22,64,26.1,89.3,0,765,63.7
2001-07-23,39,26.0,91.0,0,880,73.4
2001-07-24,103,25.8,90.3,0,882,73.5
2001-07-25,67,26.0,90.3,0,879,73.2
2001-07-26,34,25.9,90.9,0,841,70.1
2001-07-27,83,26.0,90.3,0,837,69.7
2001-07-28,91,26.3,88.3,0,855,71.3
2001-07-29,103,26.2,88.6,0,818,68.2
2001-07-30,120,26.2,88.6,0,837,69.7
2001-07-31,107,26.3,88.3,0,863,71.9
2001-08-01,92,26.4,87.8,0,857,71.4
2001-08-02,8,26.1,89.2,0,920,76.7
2001-08-03,54,25.9,89.6,0,821,68.4
2001-08-04,72,25.7,90.2,0,802,66.8
2001-08-05,143,25.8,90.5,0,777,64.8
2001-08-06,59,25.5,91.6,0,817,68.1
2001-08-07,94,25.6,90.4,0,896,74.7
2001-08-08,88,25.4,92.8,0,817,68.1
2001-08-09,125,25.8,91.2,0,854,71.2
2001-08-10,55,25.9,90.7,0,840,70.0
2001-08-11,81,25.9,91.4,0,850,70.9
2001-08-12,77,25.8,90.8,1,890,74.1
2001-08-13,141,25.8,91.6,0,942,78.5
2001-08-14,81,25.8,91.3,0,806,67.2
2001-08-15,32,25.6,92.8,1,963,80.3
2001-08-16,8,25.6,91.8,0,831,69.2
2001-08-17,86,25.7,90.3,0,843,70.2
2001-08-18,60,25.7,90.1,0,902,75.1
2001-08-19,97,26.6,84.1,0,770,64.1
2001-08-20,96,26.3,87.3,0,827,68.9
2001-08-21,55,25.6,90.6,0,818,68.2
2001-08-22,110,25.8,90.4,0,812,67.7
2001-08-23,68,26.0,90.8,0,868,72.3
2001-08-24,79,25.7,91.1,0,839,69.9
2001-08-25,44,25.7,90.7,0,914,76.2
2001-08-26,94,25.9,90.0,0,696,58.0
2001-08-27,111,25.8,89.7,0,782,65.2
2001-08-28,8,26.1,86.5,0,803,66.9
2001-08-29,109,26.0,87.2,0,817,68.1
2001-08-30,73,26.2,85.3,0,766,63.9
2001-08-31,500,26.1,86.1,0,816,68.0
2001-09-01,8,26.1,88.2,0,837,69.7
2001-09-02,81,25.9,89.2,0,780,65.0
2001-09-03,107,26.0,87.0,0,845,70.4
2001-09-04,115,26.0,85.3,0,822,68.5
2001-09-05,68,26.2,84.2,0,854,71.2
2001-09-06,101,26.5,81.9,0,810,67.5
2001-09-07,128,26.6,82.2,0,826,68.8
2001-09-08,63,26.4,84.9,0,837,69.8
2001-09-09,20,26.6,84.0,0,714,59.5
2001-09-10,133,26.1,86.2,0,859,71.6
2001-09-11,15,25.8,87.2,0,825,68.8
2001-09-12,81,25.8,87.0,0,802,66.8
2001-09-13,109,26.0,86.9,0,802,66.8
2001-09-14,93,26.5,83.9,0,796,66.4
2001-09-15,77,27.2,82.5,0,874,72.9
2001-09-16,76,26.8,87.3,0,753,62.7
2001-09-17,68,26.5,90.0,0,844,70.3
2001-09-18,42,26.0,88.8,0,804,67.0
2001-09-19,119,25.8,88.9,0,868,72.3
2001-09-20,27,26.0,89.8,0,770,64.1
2001-09-21,8,26.3,87.8,0,777,64.7
2001-09-22,500,26.9,88.0,0,814,67.8
2001-09-23,8,27.2,85.8,0,774,64.5
2001-09-24,8,27.0,85.1,0,822,68.5
2001-09-25,113,27.2,84.0,0,773,64.4
2001-09-26,8,27.0,85.0,0,822,68.5
2001-09-27,81,27.5,85.7,0,801,66.8
2001-09-28,66,28.3,87.8,0,863,71.9
2001-09-29,115,28.6,85.9,0,838,69.8
2001-09-30,8,28.6,86.5,0,774,64.5
2001-10-01,8,28.7,85.2,0,815,68.0
2001-10-02,52,28.0,81.6,1,891,74.3
2001-10-03,110,27.8,81.3,0,808,67.3
2001-10-04,8,27.5,81.6,0,830,69.1
2001-10-05,81,27.2,83.8,0,818,68.2
2001-10-06,19,26.3,88.0,0,801,66.7
2001-10-07,30,25.4,92.8,0,750,62.5
2001-10-08,24,27.1,89.1,0,809,67.4
2001-10-09,8,27.4,84.8,0,826,68.8
2001-10-10,19,27.2,83.1,0,848,70.7
2001-10-11,72,27.2,83.3,0,871,72.6
2001-10-12,8,27.0,85.0,0,868,72.3
2001-10-13,57,26.8,85.9,0,840,70.0
2001-10-14,89,26.9,87.8,0,804,67.0
2001-10-15,63,27.8,86.6,0,835,69.5
2001-10-16,58,28.4,82.8,0,845,70.4
2001-10-17,15,28.1,71.8,0,833,69.4
2001-10-18,112,27.9,65.7,0,891,74.3
2001-10-19,95,28.3,73.0,0,872,72.7
2001-10-20,78,28.3,85.2,0,858,71.5
2001-10-21,128,28.3,77.6,0,770,64.2
2001-10-22,8,27.4,67.7,0,815,67.9
2001-10-23,69,27.5,67.9,0,792,66.0
2001-10-24,8,27.4,65.7,0,804,67.0
2001-10-25,8,27.2,66.2,0,855,71.3
2001-10-26,121,26.9,68.0,1,943,78.6
2001-10-27,8,26.8,71.2,0,831,69.2
2001-10-28,24,26.9,72.4,0,786,65.5
2001-10-29,27,27.0,77.8,0,860,71.6
2001-10-30,88,27.1,79.3,0,813,67.8
2001-10-31,82,27.1,74.6,0,828,69.0
2001-11-01,125,27.5,69.9,0,758,63.1
2001-11-02,80,28.0,66.9,0,872,72.6
2001-11-03,56,27.0,69.9,0,810,67.5
2001-11-04,73,26.9,68.5,0,747,62.3
2001-11-05,51,27.2,67.0,0,792,66.0
2001-11-06,63,27.8,63.9,0,754,62.9
2001-11-07,49,28.1,64.7,0,850,70.9
2001-11-08,58,28.4,59.2,0,816,68.0
2001-11-09,99,27.9,59.5,0,889,74.1
2001-11-10,44,27.4,59.4,0,876,73.0
2001-11-11,8,26.8,57.6,0,755,62.9
2001-11-12,89,26.8,56.1,0,843,70.3
2001-11-13,76,26.2,54.2,0,866,72.2
2001-11-14,67,25.9,57.6,1,959,79.9
2001-11-15,58,26.4,67.6,0,814,67.8
2001-11-16,8,27.2,71.0,0,862,71.8
2001-11-17,44,27.6,78.5,0,875,72.9
2001-11-18,110,28.1,77.5,0,783,65.3
2001-11-19,79,29.0,70.4,0,847,70.6
2001-11-20,70,28.9,61.8,0,789,65.7
2001-11-21,128,27.8,52.0,0,822,68.5
2001-11-22,95,26.7,49.9,0,854,71.1
2001-11-23,88,26.6,53.1,0,852,71.0
2001-11-24,111,26.2,54.7,0,814,67.8
2001-11-25,114,25.7,57.2,0,804,67.0
2001-11-26,82,26.2,57.3,0,832,69.4
2001-11-27,80,26.3,55.8,0,869,72.4
2001-11-28,40,26.4,55.8,0,787,65.6
2001-11-29,75,26.8,54.8,0,876,73.0
2001-11-30,75,26.0,52.0,1,997,83.1
2001-12-01,131,25.0,52.5,0,903,75.2
2001-12-02,137,26.1,57.8,0,815,67.9
2001-12-03,106,25.7,61.9,0,830,69.2
2001-12-04,8,25.0,60.7,0,870,72.5
2001-12-05,63,24.7,64.8,0,850,70.8
2001-12-06,8,24.8,68.0,0,890,74.2
2001-12-07,83,25.1,63.5,0,838,69.8
2001-12-08,54,25.2,64.5,0,831,69.2
2001-12-09,64,25.0,65.7,0,778,64.9
2001-12-10,43,24.9,68.5,0,855,71.2
2001-12-11,82,24.7,71.8,0,895,74.6
2001-12-12,25,25.1,68.4,0,849,70.7
2001-12-13,66,25.5,61.3,0,878,73.2
2001-12-14,93,25.2,64.6,0,898,74.8
2001-12-15,154,25.6,67.4,0,868,72.4
2001-12-16,117,25.0,62.5,0,795,66.2
2001-12-17,94,25.8,57.4,1,968,80.6
2001-12-18,157,25.9,59.3,0,831,69.2
2001-12-19,95,25.6,56.2,0,874,72.8
2001-12-20,76,25.0,53.4,0,887,73.9
2001-12-21,102,24.9,49.6,0,880,73.3
2001-12-22,79,25.1,47.7,0,903,75.3
2001-12-23,73,24.8,49.5,0,817,68.1
2001-12-24,136,25.0,58.2,0,930,77.5
2001-12-25,81,24.8,64.2,1,999,83.2
2001-12-26,104,25.5,62.3,0,919,76.6
2001-12-27,112,26.3,58.6,0,944,78.7
2001-12-28,154,26.4,63.3,0,849,70.8
2001-12-29,98,26.0,61.6,0,859,71.5
2001-12-30,108,25.6,64.8,0,773,64.4
2001-12-31,57,25.3,61.3,0,925,77.1
2002-01-01,126,26.0,53.1,0,916,76.4
2002-01-02,83,25.2,50.9,0,853,71.1
2002-01-03,108,24.5,47.3,0,941,78.5
2002-01-04,119,24.2,44.7,0,900,75.0
2002-01-05,153,24.6,53.1,0,908,75.7
2002-01-06,125,23.3,74.8,0,863,71.9
2002-01-07,112,23.8,72.5,0,953,79.4
2002-01-08,116,25.5,62.8,0,872,72.7
2002-01-09,146,26.3,57.4,0,933,77.8
2002-01-10,105,26.4,57.5,0,926,77.2
2002-01-11,154,25.6,57.9,0,781,65.1
2002-01-12,66,24.7,57.4,0,917,76.4
2002-01-13,92,24.5,60.8,0,917,76.4
2002-01-14,138,24.0,66.4,0,902,75.1
2002-01-15,129,23.1,74.3,0,893,74.4
2002-01-16,104,23.3,72.9,0,912,76.0
2002-01-17,154,22.4,73.8,0,853,71.1
2002-01-18,139,21.8,72.2,0,894,74.5
2002-01-19,134,21.8,54.5,0,884,73.7
2002-01-20,137,21.1,49.4,0,826,68.8
2002-01-21,132,21.1,55.0,0,904,75.3
2002-01-22,76,21.3,63.9,0,930,77.5
2002-01-23,29,21.8,58.5,0,902,75.2
2002-01-24,83,22.5,50.8,0,926,77.2
2002-01-25,124,22.5,52.8,0,947,79.0
2002-01-26,130,21.7,74.3,1,1007,84.0
2002-01-27,157,21.6,60.5,0,856,71.3
2002-01-28,138,21.0,51.6,0,973,81.1
2002-01-29,154,21.9,48.9,0,994,82.8
2002-01-30,153,23.6,43.7,0,904,75.4
2002-01-31,158,25.0,48.9,0,958,79.8
2002-02-01,133,25.1,52.1,0,945,78.8
2002-02-02,141,24.9,47.4,0,945,78.7
2002-02-03,146,25.3,55.5,0,875,72.9
2002-02-04,163,25.1,68.5,0,945,78.8
2002-02-05,97,24.3,67.1,0,937,78.1
2002-02-06,136,23.3,64.0,0,942,78.5
2002-02-07,152,22.3,66.8,0,945,78.7
2002-02-08,87,21.7,55.5,0,876,73.0
2002-02-09,162,22.4,47.1,0,933,77.7
2002-02-10,161,22.8,70.4,0,906,75.5
2002-02-11,131,22.7,61.4,0,875,72.9
2002-02-12,155,23.3,56.8,0,955,79.6
2002-02-13,165,26.2,56.5,0,930,77.5
2002-02-14,152,27.1,56.6,0,873,72.8
2002-02-15,132,26.5,62.1,0,948,79.0
2002-02-16,142,26.6,63.9,0,909,75.7
2002-02-17,163,25.9,66.8,0,951,79.2
2002-02-18,117,25.9,67.0,0,945,78.8
2002-02-19,141,27.0,59.4,0,996,83.0
2002-02-20,154,26.9,54.2,0,965,80.4
2002-02-21,124,26.1,59.7,0,992,82.7
2002-02-22,148,25.5,65.9,0,1012,84.3
2002-02-23,161,25.3,66.7,1,1018,84.9
2002-02-24,157,25.7,66.1,0,907,75.6
2002-02-25,151,26.3,59.3,0,974,81.2
2002-02-26,153,26.4,55.9,0,949,79.1
2002-02-27,138,26.7,54.6,0,922,76.8
2002-02-28,154,27.0,51.9,0,956,79.6
2002-03-01,162,27.0,55.2,0,901,75.1
2002-03-02,155,26.5,59.6,0,1008,84.0
2002-03-03,139,26.9,53.1,0,865,72.1
2002-03-04,130,27.1,47.2,0,980,81.7
2002-03-05,118,27.9,44.2,0,953,79.4
2002-03-06,141,27.6,43.2,0,932,77.7
2002-03-07,152,25.1,72.0,0,940,78.3
2002-03-08,151,24.6,77.3,0,952,79.3
2002-03-09,156,25.4,69.0,0,938,78.2
2002-03-10,158,28.3,50.5,0,890,74.1
2002-03-11,151,29.7,43.4,0,957,79.7
2002-03-12,104,29.0,46.1,1,1022,85.2
2002-03-13,143,30.9,36.0,0,919,76.6
2002-03-14,153,28.2,51.5,0,930,77.5
2002-03-15,135,27.3,59.8,0,993,82.8
2002-03-16,171,26.8,62.3,0,993,82.7
2002-03-17,157,27.7,58.0,0,950,79.2
2002-03-18,157,30.1,45.5,0,948,79.0
2002-03-19,156,29.5,56.0,0,946,78.8
2002-03-20,89,27.3,78.7,0,928,77.3
2002-03-21,139,27.3,77.9,0,976,81.3
2002-03-22,151,27.2,71.4,0,894,74.5
2002-03-23,155,25.8,78.3,0,969,80.8
2002-03-24,161,26.2,77.0,1,1020,85.0
2002-03-25,174,26.2,76.9,0,928,77.4
2002-03-26,166,25.8,74.0,0,993,82.7
2002-03-27,147,25.9,73.8,0,955,79.6
2002-03-28,143,26.3,77.7,0,955,79.6
2002-03-29,152,27.1,76.0,1,1040,86.7
2002-03-30,155,27.4,72.5,0,923,76.9
2002-03-31,164,27.5,71.5,0,944,78.6
2002-04-01,145,27.5,73.8,0,991,82.6
2002-04-02,132,27.2,79.8,0,896,74.6
2002-04-03,158,27.3,75.5,0,980,81.6
2002-04-04,144,26.8,75.9,0,979,81.6
2002-04-05,171,27.6,73.5,0,1068,89.0
2002-04-06,139,27.8,74.4,0,972,81.0
2002-04-07,126,28.2,74.3,0,1014,84.5
2002-04-08,152,28.5,72.2,0,990,82.5
2002-04-09,156,28.4,70.9,0,921,76.8
2002-04-10,154,29.0,62.1,0,910,75.9
2002-04-11,147,29.2,57.9,0,949,79.1
2002-04-12,157,29.2,58.0,0,877,73.1
2002-04-13,155,29.1,63.7,0,1050,87.5
2002-04-14,135,28.6,67.2,0,922,76.8
2002-04-15,152,27.9,72.0,0,856,71.4
2002-04-16,133,28.0,72.5,0,933,77.8
2002-04-17,161,28.5,69.6,0,956,79.7
2002-04-18,153,29.3,68.9,0,981,81.8
2002-04-19,156,29.5,69.3,0,951,79.2
2002-04-20,160,29.5,72.9,0,907,75.6
2002-04-21,153,29.7,70.1,0,953,79.4
2002-04-22,89,28.8,73.4,0,927,77.2
2002-04-23,156,28.5,75.6,0,963,80.3
2002-04-24,152,29.1,73.4,0,970,80.8
2002-04-25,134,29.5,67.7,1,1085,90.4
2002-04-26,156,29.0,72.3,0,1019,84.9
2002-04-27,161,29.6,69.0,0,973,81.1
2002-04-28,165,28.9,71.8,0,876,73.0
2002-04-29,152,28.1,79.1,0,889,74.1
2002-04-30,161,28.1,78.7,0,1011,84.2
2002-05-01,146,28.5,78.5,0,907,75.6
2002-05-02,162,29.1,76.3,0,924,77.0
2002-05-03,144,29.6,78.1,0,1005,83.7
2002-05-04,149,29.7,80.5,0,942,78.5
2002-05-05,166,29.9,76.6,0,921,76.8
2002-05-06,122,30.1,73.9,0,1002,83.5
2002-05-07,96,30.7,77.0,0,983,81.9
2002-05-08,157,30.2,77.2,0,927,77.3
2002-05-09,130,30.5,77.1,0,905,75.4
2002-05-10,166,30.5,75.2,0,949,79.1
2002-05-11,135,30.3,75.0,0,964,80.4
2002-05-12,162,30.2,75.2,0,906,75.5
2002-05-13,158,29.9,75.1,0,977,81.4
2002-05-14,153,30.0,74.8,0,953,79.4
2002-05-15,151,30.2,74.5,0,905,75.4
2002-05-16,108,30.1,72.5,0,956,79.7
2002-05-17,128,29.8,72.0,0,938,78.2
2002-05-18,144,29.7,73.1,0,973,81.1
2002-05-19,154,29.8,66.7,1,996,83.0
2002-05-20,141,30.2,67.5,0,931,77.6
2002-05-21,138,29.7,71.1,0,944,78.7
2002-05-22,88,29.3,72.8,0,934,77.8
2002-05-23,154,29.5,70.8,0,947,79.0
2002-05-24,109,29.5,72.6,0,917,76.4
2002-05-25,134,29.4,70.5,1,1008,84.0
2002-05-26,102,30.1,64.4,0,843,70.3
2002-05-27,146,30.0,66.5,0,943,78.6
2002-05-28,151,29.3,77.7,0,897,74.7
2002-05-29,153,29.5,78.5,0,920,76.7
2002-05-30,125,29.8,74.4,0,893,74.4
2002-05-31,124,29.8,73.8,0,951,79.2
2002-06-01,135,29.6,72.6,0,920,76.6
2002-06-02,104,29.6,70.6,0,975,81.3
2002-06-03,62,29.7,70.4,0,849,70.7
2002-06-04,120,30.1,66.0,0,928,77.3
2002-06-05,162,30.2,65.8,0,938,78.2
2002-06-06,148,30.1,64.9,0,952,79.3
2002-06-07,140,30.2,68.6,0,847,70.6
2002-06-08,145,29.5,76.2,0,924,77.0
2002-06-09,164,29.3,79.5,0,841,70.1
2002-06-10,157,29.5,79.2,0,865,72.1
2002-06-11,159,29.1,81.1,0,918,76.5
2002-06-12,154,28.8,81.3,0,937,78.1
2002-06-13,152,28.9,81.5,0,914,76.2
2002-06-14,105,28.4,82.7,0,904,75.3
2002-06-15,100,27.1,89.5,0,904,75.3
2002-06-16,72,26.5,91.0,0,865,72.1
2002-06-17,154,27.0,89.3,0,949,79.1
2002-06-18,156,26.8,89.6,0,910,75.8
2002-06-19,119,27.0,89.3,0,894,74.5
2002-06-20,138,27.0,89.8,0,928,77.3
2002-06-21,135,26.9,90.3,0,853,71.0
2002-06-22,156,26.9,89.7,0,917,76.4
2002-06-23,152,27.4,88.5,0,852,71.0
2002-06-24,110,28.4,83.6,0,967,80.6
2002-06-25,82,28.3,83.9,0,835,69.6
2002-06-26,160,27.2,90.0,0,903,75.3
2002-06-27,500,27.0,90.1,0,873,72.7
2002-06-28,47,27.2,87.5,0,960,80.0
2002-06-29,141,26.8,90.5,0,909,75.8
2002-06-30,144,28.0,83.9,0,809,67.4
2002-07-01,130,28.1,82.8,0,928,77.3
2002-07-02,28,28.1,84.4,0,909,75.7
2002-07-03,138,27.8,85.7,0,890,74.1
2002-07-04,80,27.8,84.2,0,879,73.2
2002-07-05,92,27.9,85.2,0,897,74.7
2002-07-06,89,27.8,84.4,0,910,75.8
2002-07-07,89,27.5,83.8,0,814,67.9
2002-07-08,149,27.3,84.8,0,874,72.8
2002-07-09,124,26.9,87.0,0,832,69.3
2002-07-10,153,26.3,89.8,0,825,68.8
2002-07-11,106,27.2,84.3,0,868,72.3
2002-07-12,77,27.6,83.3,0,865,72.1
2002-07-13,146,27.1,86.3,0,936,78.0
2002-07-14,91,26.2,88.4,0,812,67.6
2002-07-15,26,26.4,87.6,0,933,77.8
2002-07-16,64,26.4,87.8,0,837,69.8
2002-07-17,100,27.3,83.5,0,895,74.6
2002-07-18,151,26.5,88.8,0,946,78.8
2002-07-19,122,25.5,92.8,0,849,70.8
2002-07-20,73,26.6,88.6,0,859,71.6
2002-07-21,122,25.9,90.5,0,851,70.9
2002-07-22,114,26.0,89.5,0,795,66.2
2002-07-23,74,26.1,89.6,0,914,76.2
2002-07-24,74,26.4,88.7,0,858,71.5
2002-07-25,159,26.5,86.2,0,857,71.4
2002-07-26,140,26.5,88.1,0,925,77.1
2002-07-27,115,27.1,84.0,0,842,70.1
2002-07-28,8,27.1,83.9,0,777,64.8
2002-07-29,109,27.3,83.4,0,876,73.0
2002-07-30,128,27.2,85.2,0,814,67.9
2002-07-31,91,27.3,84.5,0,779,64.9
2002-08-01,57,27.1,84.0,0,871,72.6
2002-08-02,8,27.0,85.9,0,880,73.4
2002-08-03,148,26.9,86.1,0,798,66.5
2002-08-04,74,26.2,90.6,0,863,71.9
2002-08-05,97,25.8,90.3,0,862,71.8
2002-08-06,84,25.7,91.7,0,797,66.4
2002-08-07,76,25.5,91.5,0,892,74.3
2002-08-08,82,25.0,93.4,0,871,72.6
2002-08-09,67,25.2,92.4,0,812,67.7
2002-08-10,64,25.1,92.8,0,805,67.1
2002-08-11,17,25.9,89.5,0,793,66.1
2002-08-12,69,26.2,89.1,0,807,67.2
2002-08-13,98,27.0,84.1,0,806,67.2
2002-08-14,89,27.0,84.8,0,857,71.4
2002-08-15,133,26.7,85.5,1,946,78.9
2002-08-16,99,26.1,89.1,0,840,70.0
2002-08-17,8,25.7,89.1,0,867,72.3
2002-08-18,131,25.7,89.2,0,783,65.2
2002-08-19,146,26.2,88.1,0,868,72.3
2002-08-20,142,26.6,85.5,0,827,68.9
2002-08-21,35,26.7,84.1,0,835,69.6
2002-08-22,44,26.7,85.6,0,839,69.9
2002-08-23,62,26.0,87.5,0,837,69.8
2002-08-24,67,25.3,92.5,0,796,66.3
2002-08-25,52,25.3,91.8,0,828,69.0
2002-08-26,66,25.2,90.5,0,781,65.1
2002-08-27,8,25.8,87.6,0,817,68.1
2002-08-28,76,26.1,86.6,0,785,65.4
2002-08-29,8,26.1,87.5,0,847,70.6
2002-08-30,157,25.9,89.2,0,858,71.5
2002-08-31,18,26.0,87.8,1,918,76.5
2002-09-01,62,25.4,91.0,0,731,61.0
2002-09-02,8,25.9,88.9,0,819,68.3
2002-09-03,90,25.4,92.0,0,833,69.4
2002-09-04,34,25.6,91.0,0,842,70.2
2002-09-05,81,25.6,91.0,0,788,65.6
2002-09-06,8,26.4,85.6,0,846,70.5
2002-09-07,99,26.4,83.5,0,837,69.7
2002-09-08,101,26.0,83.7,0,826,68.9
2002-09-09,8,26.0,83.8,0,838,69.9
2002-09-10,105,25.9,85.9,0,861,71.8
2002-09-11,109,26.1,83.8,0,799,66.6
2002-09-12,83,26.3,81.7,0,848,70.6
2002-09-13,34,26.3,81.2,0,826,68.8
2002-09-14,8,26.4,84.0,0,788,65.7
2002-09-15,71,26.7,84.9,0,808,67.4
2002-09-16,61,26.4,86.1,0,874,72.8
2002-09-17,110,25.8,87.9,0,783,65.2
2002-09-18,57,26.0,84.6,0,800,66.6
2002-09-19,86,26.0,85.7,0,843,70.3
2002-09-20,19,26.5,82.7,0,850,70.9
2002-09-21,8,26.5,86.0,0,859,71.6
2002-09-22,8,26.7,85.5,0,762,63.5
2002-09-23,23,26.5,85.9,0,841,70.1
2002-09-24,68,26.6,84.6,0,738,61.5
2002-09-25,8,26.3,85.9,0,795,66.3
2002-09-26,97,26.3,84.5,0,875,72.9
2002-09-27,81,27.3,82.8,0,867,72.3
2002-09-28,20,27.5,86.5,0,831,69.3
2002-09-29,63,28.2,84.9,0,729,60.8
2002-09-30,45,29.0,86.4,0,803,66.9
2002-10-01,74,29.4,83.6,0,834,69.5
2002-10-02,32,29.5,75.8,1,893,74.4
2002-10-03,8,28.9,85.4,0,834,69.5
2002-10-04,56,29.1,79.8,0,815,67.9
2002-10-05,77,29.6,74.1,0,798,66.5
2002-10-06,8,30.1,70.6,0,747,62.2
2002-10-07,46,30.7,71.8,0,824,68.7
2002-10-08,30,30.4,68.0,0,801,66.7
2002-10-09,8,29.6,78.6,0,802,66.8
2002-10-10,8,29.8,76.7,0,793,66.1
2002-10-11,77,27.9,86.2,0,823,68.6
2002-10-12,55,28.1,84.2,0,809,67.4
2002-10-13,89,29.3,81.2,0,727,60.6
2002-10-14,74,29.3,70.8,0,792,66.0
2002-10-15,69,29.3,63.8,1,909,75.7
2002-10-16,36,27.8,78.8,0,830,69.1
2002-10-17,30,27.7,83.0,0,775,64.6
2002-10-18,41,27.6,83.8,0,774,64.5
2002-10-19,66,27.8,83.0,0,798,66.5
2002-10-20,8,27.7,83.3,0,785,65.4
2002-10-21,75,27.3,84.2,0,814,67.8
2002-10-22,53,27.9,82.2,0,854,71.1
2002-10-23,54,28.8,75.6,0,831,69.2
2002-10-24,8,28.8,58.2,0,842,70.1
2002-10-25,59,28.3,60.9,0,841,70.1
2002-10-26,55,28.3,59.9,0,796,66.3
2002-10-27,8,27.7,50.4,0,768,64.0
2002-10-28,49,27.0,58.2,0,777,64.8
2002-10-29,106,27.2,60.8,0,861,71.8
2002-10-30,8,27.0,58.3,0,748,62.3
2002-10-31,8,27.2,59.8,0,831,69.3
2002-11-01,153,27.3,61.5,0,784,65.3
2002-11-02,57,27.2,63.5,0,875,72.9
2002-11-03,52,27.8,61.6,0,820,68.3
2002-11-04,97,27.9,58.9,1,923,76.9
2002-11-05,96,27.6,61.1,0,863,71.9
2002-11-06,8,27.4,63.3,0,823,68.6
2002-11-07,47,28.0,58.8,0,831,69.3
2002-11-08,12,28.1,59.7,0,795,66.3
2002-11-09,72,27.9,59.5,0,832,69.3
2002-11-10,118,27.6,63.9,0,792,66.0
2002-11-11,120,27.0,72.3,0,881,73.4
2002-11-12,110,26.5,69.5,0,707,58.9
2002-11-13,45,28.1,59.0,0,852,71.0
2002-11-14,12,28.7,58.2,0,817,68.1
2002-11-15,95,28.7,60.7,0,838,69.9
2002-11-16,63,28.7,56.5,0,900,75.0
2002-11-17,62,28.5,50.7,0,831,69.2
2002-11-18,74,27.6,45.6,0,843,70.3
2002-11-19,65,26.9,48.9,1,906,75.5
2002-11-20,70,26.8,52.0,0,792,66.0
